id	file_name	title	title_playlist	playlist	composer	year	year_truncated	tonality	tune_key	tune_mode	structure	num_bars	time_signature	cycle_fifths_order	style	musicbrainz_id	wikidata_id	wikidata_allmusic	wiki_link	wikidata_description	lyricist
330	dataset/jazz1350/Epistrophy.xml	Epistrophy	Epistrophy [jazz1350]	jazz1350	Kenny Clarke	1947.0	1947.0	C# major	C#	major	ABCB	32.0	4/4	-5.0	Medium Swing	6b1949e5-0f1c-3768-923f-e229183b0762	Q5383642				
330	dataset/jazz1350/Epistrophy.xml	Epistrophy	Epistrophy [jazz1350]	jazz1350	Thelonious Monk	1947.0	1947.0	C# major	C#	major	ABCB	32.0	4/4	-5.0	Medium Swing	6b1949e5-0f1c-3768-923f-e229183b0762	Q5383642				
331	dataset/jazz1350/Equinox.xml	Equinox	Equinox [jazz1350]	jazz1350	John Coltrane	1977.0	1977.0	C# minor	C#	minor	A	12.0	4/4	4.0	Slow Swing	685e2bc6-f7d5-3ce3-9f53-3f5a152e21d2					
332	dataset/jazz1350/Eronel.xml	Eronel	Eronel [jazz1350]	jazz1350	Thelonious Monk	1951.0	1951.0	G major	G	major	AABA	32.0	4/4	1.0	Medium Swing	7456a26a-f5a2-34cf-91c1-5bd419f08c0b					
333	dataset/jazz1350/Estate.xml	Estate	Estate [jazz1350]	jazz1350	Bruno Martino	1960.0	1960.0	B minor	B	minor	AAB	42.0	4/4	2.0	Bossa Nova	4f4e8042-0ab0-35cc-8c00-1f8acbf1b632	Q3733364		https://en.wikipedia.org/wiki/Estate_(song)	song by Bruno Martino	Bruno Brighetti
334	dataset/jazz1350/Eternal Triangle.xml	Eternal Triangle	Eternal Triangle [jazz1350]	jazz1350	Sonny Stitt			Bb major	Bb	major	AABA	32.0	4/4	-2.0	Up Tempo Swing	8c5d3814-b7c7-352a-a360-886749f76794					
335	dataset/jazz1350/Ev'ry Time We Say Goodbye.xml	Ev'ry Time We Say Goodbye	Ev'ry Time We Say Goodbye [jazz1350]	jazz1350	Cole Porter	1944.0	1944.0	Eb major	Eb	major	AB	32.0	4/4	-3.0	Ballad	cd86da1c-1f54-36c6-a674-d3bcab2b0dee	Q5414978	mc0002417322	https://en.wikipedia.org/wiki/Ev%27ry_Time_We_Say_Goodbye	"original show tune written and composed by Cole Porter; from the 1944 musical ""Seven Lively Arts""; first recorded by Benny Goodman Quintet"	Cole Porter
336	dataset/jazz1350/Everybody's Song But My Own.xml	Everybody's Song But My Own	Everybody's Song But My Own [jazz1350]	jazz1350	Kenny Wheeler			C minor	C	minor	AABAC	48.0	3/4	-3.0	Waltz	a2d7073d-8ca9-4a03-9646-4a76cf4fceb6					
337	dataset/jazz1350/Everything Happens To Me.xml	Everything Happens To Me	Everything Happens To Me [jazz1350]	jazz1350	Matt Dennis	1941.0	1941.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Ballad	84707091-5dd7-3976-8309-980761ff02c4	Q5418002	mc0002419487	https://en.wikipedia.org/wiki/Everything_Happens_to_Me_(song)	original song composed by Matt Dennis, lyrics by Tom Adair; first recorded by Tommy Dorsey and His Orchestra	Tom Adair
338	dataset/jazz1350/Everything I Have Is Yours.xml	Everything I Have Is Yours	Everything I Have Is Yours [jazz1350]	jazz1350	Burton Lane	1933.0	1933.0	C major	C	major	ABAC	32.0	4/4	0.0	Ballad	2e70c12c-1de8-4730-bc97-5d10c2cca51e	Q5418012		https://en.wikipedia.org/wiki/Everything_I_Have_Is_Yours_(song)	song	Harold Adamson
339	dataset/jazz1350/Everything I Love.xml	Everything I Love	Everything I Love [jazz1350]	jazz1350	Cole Porter	1941.0	1941.0	F major	F	major	AB	32.0	4/4	-1.0	Medium Swing	21916cc2-7302-3a06-87df-bf4a415fd543					
340	dataset/jazz1350/Everything I've Got Belongs To You.xml	Everything I've Got Belongs To You	Everything I've Got Belongs To You [jazz1350]	jazz1350	Richard Rodgers			Eb major	Eb	major	AABC	56.0	4/4	-3.0	Medium Swing	71b0b108-fc1a-3bf0-8e9f-00a2c0e08c2d	Q5414977		https://en.wikipedia.org/wiki/Ev%27rything_I%27ve_Got	song composed by Richard Rodgers performed by The Rolling Stones	Lorenz Hart
341	dataset/jazz1350/Evidence.xml	Evidence	Evidence [jazz1350]	jazz1350	Thelonious Monk	1948.0	1948.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing	f1875b4c-ac07-3614-9bd2-4259e1865f07					
342	dataset/jazz1350/Exactly Like You.xml	Exactly Like You	Exactly Like You [jazz1350]	jazz1350	Jimmy McHugh	1930.0	1930.0	C major	C	major	AABA	32.0	4/4	0.0	Medium Swing	10436d0f-c969-3133-8e55-7bd13fcad5f9	Q5419231		https://en.wikipedia.org/wiki/Exactly_Like_You_(song)	"original show tune composed by Jimmy McHugh, lyrics by Dorothy Fields; from the 1930 musical ""Lew Leslie's International Revue"""	Dorothy Fields
343	dataset/jazz1350/Eye of the Hurricane.xml	Eye of the Hurricane	Eye of the Hurricane [jazz1350]	jazz1350	Herbie Hancock	1982.0	1982.0	F minor	F	minor	AB	27.0	4/4	-4.0	Up Tempo Swing	67d1d0f5-2a37-3242-be0a-9318f0f910ca					
344	dataset/jazz1350/Fall.xml	Fall	Fall [jazz1350]	jazz1350	Wayne Shorter	1968.0	1968.0	E minor	E	minor	A	16.0	4/4	1.0	Ballad	c506bd05-359d-43a0-a2e9-dc3096db4db7					
345	dataset/jazz1350/Falling Grace.xml	Falling Grace	Falling Grace [jazz1350]	jazz1350	Steve Swallow	1966.0	1966.0	Ab major	Ab	major	AB	26.0	4/4	-4.0	Even 8ths	3e50e73a-6f80-3d79-95d9-e466450690ac					
346	dataset/jazz1350/Falling In Love Again.xml	Falling In Love Again	Falling In Love Again [jazz1350]	jazz1350	Frederick Hollander	1930.0	1930.0	C major	C	major	AABA	32.0	3/4	0.0	Waltz						
347	dataset/jazz1350/Falling In Love With Love.xml	Falling In Love With Love	Falling In Love With Love [jazz1350]	jazz1350	Richard Rodgers	1938.0	1938.0	Bb major	Bb	major	AA	64.0	3/4	-2.0	Waltz	35d43d81-c9cb-34f0-acf0-536e7a2ebec4	Q5432385	mc0002530306	https://en.wikipedia.org/wiki/Falling_in_Love_with_Love	"original show tune by Rodgers and Hart; from the 1938 musical ""The Boys from Syracuse"""	Lorenz Hart
348	dataset/jazz1350/Farmer's Trust.xml	Farmer's Trust	Farmer's Trust [jazz1350]	jazz1350	Pat Metheny	1983.0	1983.0	C major	C	major	ABAB	52.0	3/4	0.0	Waltz	dde92c7d-fe4d-32f3-95da-7d63080cc358					
349	dataset/jazz1350/Fascinating Rhythm.xml	Fascinating Rhythm	Fascinating Rhythm [jazz1350]	jazz1350	George Gershwin	1924.0	1924.0	F major	F	major	verseAA	48.0	4/4	-1.0	Medium Up Swing	1bc3e4bc-0f4f-4c87-b0b2-8af4c7f48060					
350	dataset/jazz1350/Fascination.xml	Fascination	Fascination [jazz1350]	jazz1350	Fermo Dante Marchetti			C major	C	major	ABAC	32.0	3/4	0.0	Waltz	b731e796-3f1a-388c-8363-53f325484c15	Q5436660		https://en.wikipedia.org/wiki/Fascination_(1905_song)	popular waltz song with music (1904) by Fermo Dante Marchetti and lyrics (1905) by Maurice de Féraudy	Maurice de Féraudy
351	dataset/jazz1350/Favela.xml	Favela	Favela [jazz1350]	jazz1350	Antônio Carlos Jobim	1962.0	1962.0	G minor	G	minor	ABA	40.0	3/4	-2.0	Bossa Nova	44eb1fc7-39bf-4a13-a418-f7a5602384e8					Vinicius de Moraes
352	dataset/jazz1350/Fee-Fi-Fo-Fum.xml	Fee-Fi-Fo-Fum	Fee-Fi-Fo-Fum [jazz1350]	jazz1350	Wayne Shorter	1965.0	1965.0	Bb major	Bb	major	ABA	24.0	4/4	-2.0	Medium Swing	fcef7dc1-12c7-3f33-a944-37bab389141e					
353	dataset/jazz1350/Feels So Good.xml	Feels So Good	Feels So Good [jazz1350]	jazz1350	Chuck Mangione	1977.0	1977.0	F major	F	major	A	27.0	4/4	-1.0	Funk	adab6b7a-6b3f-4942-aa29-c4173f4ee1bc					
354	dataset/jazz1350/Fever.xml	Fever	Fever [jazz1350]	jazz1350	Eddie Cooley	1956.0	1956.0	A minor	A	minor	A	16.0	4/4	0.0	Medium Swing	f51905b1-947b-3f01-9d1c-cfd8274dd987	Q919452		https://en.wikipedia.org/wiki/Fever_(Little_Willie_John_song)	1956 song by Little Willie John	
354	dataset/jazz1350/Fever.xml	Fever	Fever [jazz1350]	jazz1350	John Davenport	1956.0	1956.0	A minor	A	minor	A	16.0	4/4	0.0	Medium Swing	f51905b1-947b-3f01-9d1c-cfd8274dd987	Q919452		https://en.wikipedia.org/wiki/Fever_(Little_Willie_John_song)	1956 song by Little Willie John	
355	dataset/jazz1350/Fine And Dandy.xml	Fine And Dandy	Fine And Dandy [jazz1350]	jazz1350	Kay Swift	1930.0	1930.0	F major	F	major	ABAC	32.0	4/4	-1.0	Ballad	3d3271bd-8bcf-40cb-bb44-efa275173cbd					Paul James
356	dataset/jazz1350/Fine And Mellow.xml	Fine And Mellow	Fine And Mellow [jazz1350]	jazz1350	Billie Holiday	1940.0	1940.0	F major	F	major	A	12.0	4/4	-1.0	Slow Swing	d3d40b9f-37f1-3fd4-9493-7c984e56cc95	Q1416906		https://en.wikipedia.org/wiki/Fine_and_Mellow	1939 song written by Billie Holiday	Billie Holiday
357	dataset/jazz1350/Five Brothers.xml	Five Brothers	Five Brothers [jazz1350]	jazz1350	Gerry Mulligan	1949.0	1949.0	C major	C	major	AABA	32.0	4/4	0.0	Medium Swing	e451b6eb-e4dd-4666-8493-d937f09a1b0b	Q90786906			compositie van Gerry Mulligan	
358	dataset/jazz1350/Flamingo.xml	Flamingo	Flamingo [jazz1350]	jazz1350	Ted Grouya	1940.0	1940.0	F major	F	major	AABA	32.0	4/4	-1.0	Ballad	dfab2ed2-8efd-3cc0-bc9b-775433cdeb34	Q5457276		https://en.wikipedia.org/wiki/Flamingo_(song)	1940 jazz standard song	Edmund Anderson
359	dataset/jazz1350/Flintstones.xml	Flintstones	Flintstones [jazz1350]	jazz1350	Hoyt S. Curtin			Bb major	Bb	major	AABA	32.0	4/4	-2.0	Up Tempo Swing	e9c70a32-8f02-341a-bc70-15ab22ca467d	Q18663697		https://en.wikipedia.org/wiki/Meet_the_Flintstones	Theme from animated television series The Flintstones	Joseph Barbera, William Hanna
360	dataset/jazz1350/Fly Me To The Moon.xml	Fly Me To The Moon	Fly Me To The Moon [jazz1350]	jazz1350	Bart Howard	1954.0	1954.0	C major	C	major	AB	32.0	4/4	0.0	Medium Swing	3431f95f-5b1b-3ba3-8ede-da3f8e61b3c4	Q1066479		https://en.wikipedia.org/wiki/Fly_Me_to_the_Moon	1954 song by Bart Howard	Bart Howard
361	dataset/jazz1350/Flying Home.xml	Flying Home	Flying Home [jazz1350]	jazz1350	Benny Goodman	1940.0	1940.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing	c237a769-5c3d-4037-86ac-7ede8c911dda	Q1434604			"lyrical adaptation of ""Flying Home"" by Lionel Hampton and Benny Goodman, words by Sid Robin"	Sid Robin
361	dataset/jazz1350/Flying Home.xml	Flying Home	Flying Home [jazz1350]	jazz1350	Lionel Hampton	1940.0	1940.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing	c237a769-5c3d-4037-86ac-7ede8c911dda	Q1434604			"lyrical adaptation of ""Flying Home"" by Lionel Hampton and Benny Goodman, words by Sid Robin"	Sid Robin
362	dataset/jazz1350/Folks Who Live On The Hill, The.xml	Folks Who Live On The Hill, The	Folks Who Live On The Hill, The [jazz1350]	jazz1350	Jerome Kern	1937.0	1937.0	C major	C	major	AABA	44.0	4/4	0.0	Ballad	36577be8-8f9b-3d13-b673-99a94ad9dd70	Q7734668		https://en.wikipedia.org/wiki/The_Folks_Who_Live_on_the_Hill	song performed by Peggy Lee	Oscar Hammerstein II
363	dataset/jazz1350/Fools Rush In.xml	Fools Rush In	Fools Rush In [jazz1350]	jazz1350	Rube Bloom	1940.0	1940.0	C major	C	major	AB	32.0	4/4	0.0	Slow Swing	a53e34af-14b0-3028-8fac-9cb75fed9733	Q1435978	mc0002450740	https://en.wikipedia.org/wiki/Fools_Rush_In_(Where_Angels_Fear_to_Tread)	original song composed by Rube Bloom, lyrics by Johnny Mercer	Johnny Mercer
364	dataset/jazz1350/Footprints.xml	Footprints	Footprints [jazz1350]	jazz1350	Joris Teepe	1967.0	1967.0	C minor	C	minor	A	24.0	3/4	-3.0	Waltz	4751b37f-e45f-387f-8761-5da169bf54e5					Chris Caswell
364	dataset/jazz1350/Footprints.xml	Footprints	Footprints [jazz1350]	jazz1350	Wayne Shorter	1967.0	1967.0	C minor	C	minor	A	24.0	3/4	-3.0	Waltz	4751b37f-e45f-387f-8761-5da169bf54e5					Chris Caswell
365	dataset/jazz1350/For All We Know.xml	For All We Know	For All We Know [jazz1350]	jazz1350	J. Fred Coots	1934.0	1934.0	Eb major	Eb	major	AB	32.0	4/4	-3.0	Ballad	d56f9b80-7e0e-3a94-a77f-abeac001cee0	Q5466665	mc0001519226	https://en.wikipedia.org/wiki/For_All_We_Know_(1934_song)	1934 popular song composed by J. Fred Coots with lyrics by Sam M. Lewis; first recorded by Hal Kemp and His Orchestra	Sam M. Lewis
366	dataset/jazz1350/For Heaven's Sake.xml	For Heaven's Sake	For Heaven's Sake [jazz1350]	jazz1350	Donald Meyer	1948.0	1948.0	F major	F	major	AABA	32.0	4/4	-1.0	Ballad	9b2adf3f-ce86-313b-bf95-0c5d030db74a					
366	dataset/jazz1350/For Heaven's Sake.xml	For Heaven's Sake	For Heaven's Sake [jazz1350]	jazz1350	Elise Bretton	1948.0	1948.0	F major	F	major	AABA	32.0	4/4	-1.0	Ballad	9b2adf3f-ce86-313b-bf95-0c5d030db74a					
366	dataset/jazz1350/For Heaven's Sake.xml	For Heaven's Sake	For Heaven's Sake [jazz1350]	jazz1350	Sherman Edwards	1948.0	1948.0	F major	F	major	AABA	32.0	4/4	-1.0	Ballad	9b2adf3f-ce86-313b-bf95-0c5d030db74a					
367	dataset/jazz1350/For Jan.xml	For Jan	For Jan [jazz1350]	jazz1350	Kenny Wheeler			A major	A	major	ABC	24.0	3/4	3.0	Waltz	d3b35d13-aa90-4eac-821f-a2c36683d345					Norma Winstone
368	dataset/jazz1350/For Minors Only.xml	For Minors Only	For Minors Only [jazz1350]	jazz1350	Jimmy Heath			C minor	C	minor	AA	32.0	4/4	-3.0	Up Tempo Swing	663e7754-698a-4d9c-b782-bbadbf3116d8					
369	dataset/jazz1350/For Once In My Life.xml	For Once In My Life	For Once In My Life [jazz1350]	jazz1350	Orlando Murden	1965.0	1965.0	Bb major	Bb	major	ABAC	32.0	4/4	-2.0	Medium Swing	5944eeea-3f62-30c5-b7e2-47b17282ab96	Q3747882		https://en.wikipedia.org/wiki/For_Once_in_My_Life	1968 single by Stevie Wonder	Ron Miller
370	dataset/jazz1350/For Sentimental Reasons.xml	For Sentimental Reasons	For Sentimental Reasons [jazz1350]	jazz1350	William “Pat” Best	1945.0	1945.0	C# major	C#	major	AABA	32.0	4/4	-5.0	Slow Swing	edad8fcd-186a-3b5f-9e70-e405c40e545b	Q4544800	mc0002599385	https://en.wikipedia.org/wiki/(I_Love_You)_For_Sentimental_Reasons	original song written and composed by Pat Best and Deek Watson; first recorded by Deek Watson & His Brown Dots	Ivory “Deek” Watson
371	dataset/jazz1350/For You, For Me, For Evermore.xml	For You, For Me, For Evermore	For You, For Me, For Evermore [jazz1350]	jazz1350	George Gershwin	1936.0	1936.0	Eb major	Eb	major	AB	32.0	4/4	-3.0	Slow Swing	54f61cd0-c520-4b09-a9c5-08b13b966b79	Q16385725		https://en.wikipedia.org/wiki/For_You,_For_Me,_For_Evermore	song composed by George Gershwin	Ira Gershwin
372	dataset/jazz1350/Forest Flower.xml	Forest Flower	Forest Flower [jazz1350]	jazz1350	Charles Lloyd	1964.0	1964.0	C major	C	major	AAB	46.0	4/4	0.0	Bossa Nova	0556b1d2-2d41-479e-be27-3ea2470790f8					
373	dataset/jazz1350/Forever Sonny.xml	Forever Sonny	Forever Sonny [jazz1350]	jazz1350	Jimmy Heath			Bb major	Bb	major	AABA	32.0	4/4	-2.0	Bossa Nova						
374	dataset/jazz1350/Four Brothers.xml	Four Brothers	Four Brothers [jazz1350]	jazz1350	Jimmy Giuffre	1948.0	1948.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Up Tempo Swing	e8fa31dd-d6ca-416d-a479-736271ca5eff	Q1280849		https://en.wikipedia.org/wiki/Four_Brothers_(jazz_standard)	song	
375	dataset/jazz1350/Four In One.xml	Four In One	Four In One [jazz1350]	jazz1350	Thelonious Monk	1951.0	1951.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing	78f1a6c2-9337-3379-b052-0714d9e7b623					
376	dataset/jazz1350/Four On Six.xml	Four On Six	Four On Six [jazz1350]	jazz1350	Wes Montgomery	1960.0	1960.0	G minor	G	minor	A	16.0	4/4	-2.0	Up Tempo Swing	473752f9-2e7e-31cd-87d3-c62e1d2bda40					
377	dataset/jazz1350/Four.xml	Four	Four [jazz1350]	jazz1350	Miles Davis	1963.0	1963.0	Eb major	Eb	major	ABAC	32.0	4/4	-3.0	Up Tempo Swing	d8eb6409-6dc2-33c8-8f8f-fd3c2ecd7fef					
378	dataset/jazz1350/Freckle Face.xml	Freckle Face	Freckle Face [jazz1350]	jazz1350	Sammy Nestico	1975.0	1975.0	Bb major	Bb	major	AABC	40.0	4/4	-2.0	Medium Swing						
379	dataset/jazz1350/Freddie Freeloader.xml	Freddie Freeloader	Freddie Freeloader [jazz1350]	jazz1350	Miles Davis	1959.0	1959.0	Bb major	Bb	major	AA	24.0	4/4	-2.0	Medium Swing	500ecdf1-a82e-3afc-9268-382bacca0923					
380	dataset/jazz1350/Freight Train.xml	Freight Train	Freight Train [jazz1350]	jazz1350	Tommy Flanagan	1969.0	1969.0	Ab major	Ab	major	A	12.0	4/4	-4.0	Medium Up Swing						
381	dataset/jazz1350/Frenesi.xml	Frenesi	Frenesi [jazz1350]	jazz1350	Alberto Domínguez	1939.0	1939.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Latin	a41088f7-3a52-365a-a9c1-aadebe4f4174	Q1455491	mc0002438755	https://en.wikipedia.org/wiki/Frenesi	original song written and composed by Alberto Domínguez	Alberto Domínguez
382	dataset/jazz1350/Friday The 13th.xml	Friday The 13th	Friday The 13th [jazz1350]	jazz1350	Thelonious Monk	1953.0	1953.0	G major	G	major	A	8.0	4/4	1.0	Medium Swing	bea6ac64-3b2a-4120-83eb-a689abdb1cc7					
383	dataset/jazz1350/Frim Fram Sauce, The.xml	Frim Fram Sauce, The	Frim Fram Sauce, The [jazz1350]	jazz1350	Joe Ricardel	1946.0	1946.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	3f729af6-f6d7-4c97-b0fa-56babd459138	Q7735324		https://en.wikipedia.org/wiki/The_Frim-Fram_Sauce	song performed by Nat King Cole	Redd Evans
384	dataset/jazz1350/From This Moment On.xml	From This Moment On	From This Moment On [jazz1350]	jazz1350	Cole Porter	1950.0	1950.0	F minor	F	minor	AABC	68.0	4/4	-4.0	Up Tempo Swing	760dabd9-9c98-36e4-95ee-d9f2e4abfa50	Q5505534	mc0002416423	https://en.wikipedia.org/wiki/From_This_Moment_On_(Cole_Porter_song)	original show tune written and composed by Cole Poter; written for the 1950 musical Out of This World	Cole Porter
385	dataset/jazz1350/Full House.xml	Full House	Full House [jazz1350]	jazz1350	Wes Montgomery	1965.0	1965.0	F minor	F	minor	AABA	56.0	3/4	-4.0	Waltz	da495aa0-0156-306c-8d0d-4993a54e63a6					
386	dataset/jazz1350/Funk In Deep Freeze.xml	Funk In Deep Freeze	Funk In Deep Freeze [jazz1350]	jazz1350	Hank Mobley	1957.0	1957.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	8b9aeeba-6a8e-36be-9305-9f74cfa0be9f					
387	dataset/jazz1350/Funkallero.xml	Funkallero	Funkallero [jazz1350]	jazz1350	Bill Evans	1971.0	1971.0	C minor	C	minor	A	16.0	4/4	-3.0	Medium Up Swing	8ad0746a-c922-4353-a8cf-c5547c35c7f0					
388	dataset/jazz1350/Gallop's Gallop.xml	Gallop's Gallop	Gallop's Gallop [jazz1350]	jazz1350	Thelonious Monk	1955.0	1955.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	ee5202dd-7954-45f7-a9bb-0e45bb18211f					
389	dataset/jazz1350/Gary's Notebook.xml	Gary's Notebook	Gary's Notebook [jazz1350]	jazz1350	Lee Morgan	1964.0	1964.0	C minor	C	minor	introAB	28.0	3/4	-3.0	Waltz	7302589d-bc0f-3e56-931c-e0898ed3fef6					
390	dataset/jazz1350/Gee Baby, Ain't I Good To You.xml	Gee Baby, Ain't I Good To You	Gee Baby, Ain't I Good To You [jazz1350]	jazz1350	Don Redman	1929.0	1929.0	Eb major	Eb	major	AB	16.0	4/4	-3.0	Slow Swing	688fe0c9-b179-3521-9047-50b64de05d0e	Q56259012		https://en.wikipedia.org/wiki/Gee,_Baby,_Ain%27t_I_Good_to_You	1929 jazz song	Andy Razaf
391	dataset/jazz1350/Gentle Rain, The.xml	Gentle Rain, The	Gentle Rain, The [jazz1350]	jazz1350	Luiz Bonfá	1965.0	1965.0	A minor	A	minor	AA	38.0	4/4	0.0	Bossa Nova	7a6ebd57-851c-3075-855e-eb408f6824cc					Matt Dubey
392	dataset/jazz1350/Gentle Wind And Falling Tear.xml	Gentle Wind And Falling Tear	Gentle Wind And Falling Tear [jazz1350]	jazz1350	Gary Burton			Ab major	Ab	major	AA	32.0	4/4	-4.0	Ballad						
393	dataset/jazz1350/Georgia On My Mind.xml	Georgia On My Mind	Georgia On My Mind [jazz1350]	jazz1350	Hoagy Carmichael	1930.0	1930.0	F major	F	major	AABA	32.0	4/4	-1.0	Slow Swing	1140ca2b-ba16-375c-a09d-172724b21666	Q1420007		https://en.wikipedia.org/wiki/Georgia_on_My_Mind	1930 song by Hoagy Carmichael and Stuart Gorrell	Stuart Gorrell
394	dataset/jazz1350/Get Happy.xml	Get Happy	Get Happy [jazz1350]	jazz1350	Harold Arlen	1929.0	1929.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Up Swing	a9e408cd-844b-3869-a5d0-410c3e509355	Q1163164	mc0002429989	https://en.wikipedia.org/wiki/Get_Happy_(song)	"original show tune composed by Harold Arlen, lyrics by Ted Koehler; from the 1930 musical ""The Nine-Fifteen Revue"""	Ted Koehler
395	dataset/jazz1350/Get Out Of Town.xml	Get Out Of Town	Get Out Of Town [jazz1350]	jazz1350	Cole Porter	1938.0	1938.0	Bb major	Bb	major	AB	32.0	4/4	-2.0	Medium Swing	822f9e8a-b746-4644-9d9b-c287a5f935fa	Q5554093		https://en.wikipedia.org/wiki/Get_Out_of_Town	1938 song by Cole Porter	Cole Porter
396	dataset/jazz1350/Giant Steps.xml	Giant Steps	Giant Steps [jazz1350]	jazz1350	John Coltrane	1974.0	1974.0	Eb major	Eb	major	A	16.0	4/4	-3.0	Up Tempo Swing	c53130a9-3173-37d2-bedd-f7b6a2e17b89	Q3105303		https://en.wikipedia.org/wiki/Giant_Steps_(composition)	John Coltrane composition	
397	dataset/jazz1350/Girl From Ipanema, The.xml	Girl From Ipanema, The	Girl From Ipanema, The [jazz1350]	jazz1350	Antônio Carlos Jobim	1963.0	1963.0	F major	F	major	AABA	40.0	4/4	-1.0	Bossa Nova	69f81329-a815-3ec2-aaee-1f781a1e026d	Q105367398			"translated song; English-language version of ""Garota de Ipanema"", lyrics adapted by Norman Gimbel"	Vinicius de Moraes
398	dataset/jazz1350/Girl Talk.xml	Girl Talk	Girl Talk [jazz1350]	jazz1350	Neal Hefti	1965.0	1965.0	F major	F	major	A	12.0	4/4	-1.0	Slow Swing	61dc1e14-681c-39c5-91a1-998e8a79a8ad	Q5564438		https://en.wikipedia.org/wiki/Girl_Talk_(Neal_Hefti_song)	1965 song by Julie London	Bobby Troup
399	dataset/jazz1350/Give Me The Simple Life.xml	Give Me The Simple Life	Give Me The Simple Life [jazz1350]	jazz1350	Rube Bloom	1946.0	1946.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing	aedeadff-885e-4938-a177-4376eed8e150	Q30590620		https://en.wikipedia.org/wiki/Give_Me_the_Simple_Life	1945 song by Rube Bloom and Harry Ruby	Harry Ruby
400	dataset/jazz1350/Glad To Be Unhappy.xml	Glad To Be Unhappy	Glad To Be Unhappy [jazz1350]	jazz1350	Richard Rodgers	1936.0	1936.0	F major	F	major	ABC	24.0	4/4	-1.0	Medium Swing	d0bf9b68-a1f9-318d-9f5f-7a6978b2ad8f	Q5566200	mc0002415715	https://en.wikipedia.org/wiki/Glad_to_Be_Unhappy	"original show tune by Rodgers and Hart; from the 1936 musical ""On Your Toes"""	Lorenz Hart
401	dataset/jazz1350/Gloria's Step.xml	Gloria's Step	Gloria's Step [jazz1350]	jazz1350	Scott LaFaro	1962.0	1962.0	F major	F	major	AB	20.0	4/4	-1.0	Medium Swing	8ab097b6-0129-46bc-ac04-17431367605f					
402	dataset/jazz1350/Glory Of Love, The.xml	Glory Of Love, The	Glory Of Love, The [jazz1350]	jazz1350	Billy Hill	1936.0	1936.0	G major	G	major	AABA	32.0	4/4	1.0	Ballad	0670e9d1-fa2e-3aa7-b9df-74f0338d2f41	Q7736844		https://en.wikipedia.org/wiki/The_Glory_of_Love_(song)	1936 song by Billy Hill	Billy Hill
403	dataset/jazz1350/God Bless The Child.xml	God Bless The Child	God Bless The Child [jazz1350]	jazz1350	Arthur Herzog, Jr.	1941.0	1941.0	Eb major	Eb	major	AABA	38.0	4/4	-3.0	Ballad	066bea58-1480-3152-83ed-bbd4f37b23f7	Q1533602	mc0002534232	https://en.wikipedia.org/wiki/God_Bless_the_Child_(Billie_Holiday_song)	1939 song written by Billie Holiday and Arthur Herzog, Jr.; first recorded by Billie Holiday	
403	dataset/jazz1350/God Bless The Child.xml	God Bless The Child	God Bless The Child [jazz1350]	jazz1350	Billie Holiday	1941.0	1941.0	Eb major	Eb	major	AABA	38.0	4/4	-3.0	Ballad	066bea58-1480-3152-83ed-bbd4f37b23f7	Q1533602	mc0002534232	https://en.wikipedia.org/wiki/God_Bless_the_Child_(Billie_Holiday_song)	1939 song written by Billie Holiday and Arthur Herzog, Jr.; first recorded by Billie Holiday	
404	dataset/jazz1350/Godchild.xml	Godchild	Godchild [jazz1350]	jazz1350	George Wallington			Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	e23c297b-bb1e-3bc5-b058-4db5d62afef1					
405	dataset/jazz1350/Golden Earring.xml	Golden Earring	Golden Earring [jazz1350]	jazz1350	Jay Livingston	1947.0	1947.0	C minor	C	minor	AABA	32.0	4/4	-3.0	Medium Swing						
406	dataset/jazz1350/Gone With The Wind.xml	Gone With The Wind	Gone With The Wind [jazz1350]	jazz1350	Allie Wrubel	1937.0	1937.0	Eb major	Eb	major	AB	32.0	4/4	-3.0	Medium Swing	5a4941b9-bd1b-3c19-ac29-4c029c24e48d	Q5581645	mc0002483730	https://en.wikipedia.org/wiki/Gone_with_the_Wind_(song)	original song composed by Allie Wrubel, lyrics by Herb Magidson	Herb Magidson
