id	file_name	title	composer	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link
1473	dataset/trad/Dixie.xml	Dixie	Daniel Decatur Emmett	3650e6f3-650b-42d5-bec9-1304fafd4a0f	['Daniel Decatur Emmett']	['Daniel Decatur Emmett']	Song	Q1231722	popular song in the Southern United States		https://en.wikipedia.org/wiki/Dixie_(song)
1474	dataset/trad/Do What Ory Say.xml	Do What Ory Say	Edward 'Kid' Ory		[]	[]					
1475	dataset/trad/Do You Ever Think Of Me.xml	Do You Ever Think Of Me	Burtnett, Kerr, Cooper	c68bb084-553c-4391-b92c-5e5b540399b1	['Earl Burtnett']	['Harry D. Kerr', 'John Cooper']	Song				
1476	dataset/trad/Do You Know What It Means (Dixieland Tunes).xml	Do You Know What It Means	Louis Alter, Eddie De Lange	220b07d0-f811-33af-b894-53dd025cbee9	['Louis Alter']	['Cathrine Legardh', 'Eddie DeLange']	Song	Q5286339	song written by Louis Alter and Eddie DeLange		https://en.wikipedia.org/wiki/Do_You_Know_What_It_Means_to_Miss_New_Orleans%3F
1477	dataset/trad/Do Your Duty.xml	Do Your Duty	'Kid' Wesley, 'Sox' Wilson	ff435ced-b7bd-419d-8b19-b022ee08d42e	['Wesley A. Wilson']	[]	Song				
1478	dataset/trad/Do, Lord, Remember Me.xml	Do, Lord, Remember Me	Trad.		[]	[]					
1479	dataset/trad/Doctor Jazz.xml	Doctor Jazz	Joseph 'King' Oliver, Walter Melrose	4b461f72-7bc2-3a8c-83a5-b06029d4b8d9	['King Oliver']	[]					
1480	dataset/trad/Does Jesus Care.xml	Does Jesus Care	Kenneth Morriss		[]	[]					
1481	dataset/trad/Don't Blame Me (Dixieland Tunes).xml	Don't Blame Me	Jimmy McHugh, Dorothy Fields	90ca4cb5-4590-384a-b6f1-1bf5a6c0e888	['Jimmy McHugh']	['Dorothy Fields']	Song				
1482	dataset/trad/Don't Bring Lulu.xml	Don't Bring Lulu	Raymond Henderson, Lew Brown, Billy Rose	19590e20-f0de-45eb-8c2f-8f7975d44983	['Ray Henderson']	['Billy Rose', 'Lew Brown']	Song				
1483	dataset/trad/Don't Dilly Dally (My Old Man Said Follow The Van).xml	Don't Dilly Dally (My Old Man Said Follow The Van)	Charles Collins, Fred W Leigh	a4e64d92-19ac-4bfe-b21e-fb99930d68c8	['Charles Collins']	['Fred W. Leigh']	Song	Q6946186	song performed by Lonnie Donegan		https://en.wikipedia.org/wiki/Don%27t_Dilly_Dally_on_the_Way
1484	dataset/trad/Don't Give Up The Ship.xml	Don't Give Up The Ship	Al Dubin, Harry Warren		[]	[]					
1485	dataset/trad/Don't Roll Those Bloodshot Eyes At Me.xml	Don't Roll Those Bloodshot Eyes At Me	Hank Penny, Ruth Hall, Wynonie Harris	adab67cd-b0d9-473e-b8f2-dc27b47bff8a	['Hank Penny']	['Hank Penny']	Song				
1486	dataset/trad/Don't Sing Aloha When I Go.xml	Don't Sing Aloha When I Go	Walter Smith, Ben Black, Neil Moret	ee656afb-10de-4aae-b35a-64c92eb5c240	['Ben Black', 'Neil Moret', 'Walter Smith']	[]	Song				
1487	dataset/trad/Don't Sit Under The Apple Tree.xml	Don't Sit Under The Apple Tree	Sam H Stept, Lew Brown, Charlie Tobias	fd3b5144-1aab-3080-ac0c-40fab1e4e912	['Charles Tobias', 'Sam H. Stept']	['Lew Brown']	Song	Q5291896	chanson d'amour		https://en.wikipedia.org/wiki/Don%27t_Sit_Under_the_Apple_Tree_(with_Anyone_Else_but_Me)
1488	dataset/trad/Don't Sweetheart Me.xml	Don't Sweetheart Me	Charlie Tobias, Cliff Friend	12e5434c-0a36-3200-ab74-ac481b625cb3	['Charles Tobias', 'Cliff Friend']	[]	Song				
1489	dataset/trad/Down Among The Sheltering Palms.xml	Down Among The Sheltering Palms	Abe Olman, James Brockman	387a98ac-c0db-4571-aafc-ab1f85ec4de1	['Abe Olman']	['James Brockman', 'Leo Wood']	Song	Q3714757	1953 film by Edmund Goulding		https://en.wikipedia.org/wiki/Down_Among_the_Sheltering_Palms_(film)
1490	dataset/trad/Down By The Riverside (Dixieland Tunes).xml	Down By The Riverside	Paul 'Polo' Barnes - From A Spiritual	cca319e6-c5b7-372f-87d2-332d77ac91d5	['Chris Vrenna', 'Paul Raven', 'Trevor Hurst']	['Trevor Hurst']					
1491	dataset/trad/Down Home Rag (Black Rag).xml	Down Home Rag (Black Rag)	Wilber C Sweatman, Lew Brown	879b21ce-1016-46bf-8cd7-4dca8bb73488	['Wilbur Sweatman']	[]	Song				
1492	dataset/trad/Down In Honky Tonk Town (Chorus).xml	Down In Honky Tonk Town (Chorus)	Chris Smith, Charles McCarron	c5d4814a-8bcf-4749-8bd4-55a0686e6684	['Charles McCarron', 'Chris Smith']	[]	Song				
1493	dataset/trad/Down In Jungle Town.xml	Down In Jungle Town	Theodore Morse, Edward Madden	3391bd60-e148-4af7-8310-447d3cfb744b	['Theodore F. Morse']	['Edward Madden']	Song				
1494	dataset/trad/Dream A Little Dream Of Me (Dixieland Tunes).xml	Dream A Little Dream Of Me	Fabian Andre, Wilbur Schwand, Gus Kahn	b9df426d-c9d8-350e-8350-acf6500a2ea3	['Fabian André', 'Wilbur Schwandt']	['Gus Kahn']	Song	Q652821	original song composed by Fabian Andre and Wilbur Schwandt with lyrics by Gus Kahn	mc0002493547	https://en.wikipedia.org/wiki/Dream_a_Little_Dream_of_Me
1495	dataset/trad/Dreaming The Hours Away 1.xml	Dreaming The Hours Away	Will E Dumage, Stan Ferguson	2dca6aa9-a786-4eed-b0d4-97710e6203f5	['Andy Cousin', 'Julianne Regan', 'Mark Price', 'Marty Willson-Piper']	['Julianne Regan']	Song				
1496	dataset/trad/Drifting And Dreaming.xml	Drifting And Dreaming	Alstyne, Schmidt, Curtis, Gillespie	f54be7a0-6a28-48f4-9896-a564489403aa	['Egbert Van Alstyne', 'Erwin Schmidt', 'Loyal B. Curtis']	['Haven Gillespie']	Song	Q16385534	song		https://en.wikipedia.org/wiki/Drifting_and_Dreaming
1497	dataset/trad/Drop Me Off In Harlem.xml	Drop Me Off In Harlem	Edward Kennedy (Duke) Ellington, Nick Kenny	f95ed2d2-0165-3aa3-af6f-eb1545bfd048	['Duke Ellington']	['Nick Kenny']	Song	Q2396436	single by Duke Ellington		https://en.wikipedia.org/wiki/Drop_Me_Off_in_Harlem
1498	dataset/trad/Drop That Sack.xml	Drop That Sack	Louis Armstrong, Philmore Holley		[]	[]					
1499	dataset/trad/Dusty Rag.xml	Dusty Rag	Aufderheide, Callahan	2b6ca453-ce55-4650-abc3-a37f48f9289b	['May Aufderheide']	[]					
1500	dataset/trad/Early Hours.xml	Early Hours	Lonnie Donegan, Monty Sunshine		[]	[]					
1501	dataset/trad/East Coast Trot.xml	East Coast Trot	James Louis 'Jimmy' Blythe, Vol Stevens	e4b507e4-d653-3abe-bdf0-6ca314d2210f	[]	['Jamie Quinn', 'Louis Smith']					
1502	dataset/trad/Easter Parade.xml	Easter Parade	Irving Berlin	7ceac2c5-4943-3e99-b0f8-cc38d02d47d7	['Irving Berlin']	['Irving Berlin']	Song	Q5329894	song by Irving Berlin		https://en.wikipedia.org/wiki/Easter_Parade_(song)
1503	dataset/trad/Egyptian Fantasy.xml	Egyptian Fantasy	Sidney Bechet	451678ac-7bcf-482a-a5bd-4392d914e8dd	['Sidney Bechet']	[]	Song				
1504	dataset/trad/Eh, La Bas.xml	Eh, La Bas	Trad. Creole Tune		[]	[]					
1505	dataset/trad/Enjoy Yourself, It's Later Than You Think.xml	Enjoy Yourself, It's Later Than You Think	Herb Magidson, Carl Sigman	070d96b0-c584-4550-a92f-31ec9ccd5b3b	['Carl Sigman']	['Herb Magidson']	Song	Q5378997	song performed by Bing Crosby		https://en.wikipedia.org/wiki/Enjoy_Yourself_(It%27s_Later_than_You_Think)
1506	dataset/trad/Everybody Loves My Baby (dixieland Tunes).xml	Everybody Loves My Baby	Spencer Williams, Jack Palmer	1ff8d6fe-2118-3a38-86af-ade7499ceec4	['Jack Palmer', 'Spencer Williams']	[]	Song				
1507	dataset/trad/Everybody Loves Somebody.xml	Everybody Loves Somebody	Unknown Composer		[]	[]					
1508	dataset/trad/Everywhere You Go, Sunshine Follows You.xml	Everywhere You Go, Sunshine Follows You	Larry Shay, Joseph Goodwin, Mark Fisher	5b34bfea-17ec-4b0b-85d1-c5518e9758f7	['Joe Goodwin', 'Larry Shay', 'Mark Fisher']	[]	Song				
1509	dataset/trad/Exactly Like You (Dixieland Tunes).xml	Exactly Like You	Jimmy McHugh	10436d0f-c969-3133-8e55-7bd13fcad5f9	['Jimmy McHugh']	['Dorothy Fields']	Song	Q5419231	"original show tune composed by Jimmy McHugh, lyrics by Dorothy Fields; from the 1930 musical ""Lew Leslie's International Revue"""		https://en.wikipedia.org/wiki/Exactly_Like_You_(song)
1510	dataset/trad/Eyes Of Texas, The.xml	Eyes Of Texas, The	Unknown Composer		[]	[]					
1511	dataset/trad/Fair And Square In Love.xml	Fair And Square In Love	'Fats' Waller, Andy Razaf, Ada Roeter		[]	[]					
1512	dataset/trad/Faithful Hussar (Don't Cry My Love), The.xml	Faithful Hussar (Don't Cry My Love), The	Heinrich Frantzen, Thomas Marlow		[]	[]					
1513	dataset/trad/Far Away Blues.xml	Far Away Blues	George Brooks (AKA Fletcher Henderson)		[]	[]					
1514	dataset/trad/Farewell Blues (Dixieland Tunes).xml	Farewell Blues	Elmer Schoebel, Leon Rappolo, Paul Mares	565cd70f-ba5b-3fcc-bd38-d31d34b775af	['Elmer Schoebel', 'Leon Roppolo', 'Paul Mares']	[]	Song				
1515	dataset/trad/Fascinatin' Rhythm.xml	Fascinatin' Rhythm	George Gershwin, Ira Gershwin	a1a48391-a619-3690-add5-42340a79d7dc	['George Gershwin']	['Ira Gershwin']	Song	Q5436654	song composed by George Gershwin with lyrics by Ira Gershwin; performed by Cliff Edwards and others		https://en.wikipedia.org/wiki/Fascinating_Rhythm
1516	dataset/trad/Fidgety Feet (War Clouds).xml	Fidgety Feet (War Clouds)	Nick LaRocca, Larry Shields	3685420e-07fe-4ec7-8c7f-85e788290df0	['Larry Shields', 'Nick LaRocca']	[]	Song				
1517	dataset/trad/Fish Seller, The.xml	Fish Seller, The	Sidney Bechet, Fernand Bonifay	2000270a-aa9f-4874-8b99-739c3e42a452	['Sidney Bechet']	[]	Song				
1518	dataset/trad/Five Foot Two.xml	Five Foot Two	Henderson, Lewis, Young	d461bb62-49c7-3809-94d3-7a40d4cb2f86	['Ray Henderson']	['Joe Young', 'Ray Henderson', 'Sam M. Lewis']	Song	Q5678032	song		https://en.wikipedia.org/wiki/Has_Anybody_Seen_My_Gal%3F_(song)
1519	dataset/trad/Five Minutes More.xml	Five Minutes More	Jule Styne, Sammy Cahn	ea0e957f-9465-3485-b543-4df34f03206d	['Jule Styne']	['Sammy Cahn']	Song	Q741353	"original song composed by Jule Styne, lyrics by Sammy Cahn; from the 1946 film ""Sweetheart of Sigma Chi"""		https://en.wikipedia.org/wiki/Five_Minutes_More
1520	dataset/trad/Flat Foot.xml	Flat Foot	L H Armstrong	3be96fde-7893-302e-bdd1-92ef69c648b4	['King Oliver', 'Louis Armstrong']	[]	Song				
1521	dataset/trad/Float Me Down The River.xml	Float Me Down The River	Armand Hug		[]	[]					
1522	dataset/trad/Flow Gently Sweet Afton.xml	Flow Gently Sweet Afton	Jonathan E Spilman, Robert Burns	a73e837e-f1e5-342a-9769-b8d35ae86016	['Alexander Hume']	['Robert Burns']	Song	Q7655193	poem by Robert Burns		https://en.wikipedia.org/wiki/Sweet_Afton
1523	dataset/trad/Fool Such As I, A.xml	Fool Such As I, A	William Marvin Trader,	145a08d2-3730-4888-9e3c-8f58fc1d307c	['Bill Trader']	['Bill Trader']	Song	Q2642607	song		https://en.wikipedia.org/wiki/(Now_and_Then_There%27s)_A_Fool_Such_as_I
1524	dataset/trad/For Me And My Gal (The Bells Are Ringing).xml	For Me And My Gal (The Bells Are Ringing)	Meyer, Leslie, Goetz	23c9ec97-46f0-4d20-a19d-0c55166b5e78	['George W. Meyer']	['E. Ray Goetz', 'Edgar Leslie']	Song	Q5466807	single		https://en.wikipedia.org/wiki/For_Me_and_My_Gal_(song)
1525	dataset/trad/Forty And Tight.xml	Forty And Tight	Frank Melrose	e4f0fb80-f4a5-4cf9-a340-d35a509b2c8d	['Frank Melrose']	[]	Song				
1526	dataset/trad/Four Or Five Times.xml	Four Or Five Times	B Gay, M Hellman	cf7f7acd-386f-4c13-8f17-a3b5156043a1	['Byron Gay', 'Marco H. Hellman']	[]	Song				
1527	dataset/trad/Frog-I-More Rag (Sweetheart O' Mine).xml	Frog-I-More Rag (Sweetheart O' Mine)	Morton, B F And J C Spikes	9012124d-7083-4fbb-aa32-27487ea789b0	['Jelly Roll Morton']	[]	Song				
1528	dataset/trad/Gatemouth.xml	Gatemouth	Lillian Hardin Armstrong		[]	[]					
1529	dataset/trad/Gee Baby, Ain't I Good To You.xml	Gee Baby, Ain't I Good To You	Donald Matthew Redman, Andy Razaf	688fe0c9-b179-3521-9047-50b64de05d0e	['Don Redman']	['Andy Razaf']	Song	Q56259012	1929 jazz song		https://en.wikipedia.org/wiki/Gee,_Baby,_Ain%27t_I_Good_to_You
1530	dataset/trad/Georgia Bo-Bo.xml	Georgia Bo-Bo	Waller, Trent		[]	[]					
1531	dataset/trad/Georgia On My Mind  (Dixieland Tunes).xml	Georgia On My Mind	Carmichael, Gorrell, Connelly	1140ca2b-ba16-375c-a09d-172724b21666	['Hoagy Carmichael']	['Stuart Gorrell']	Song	Q1420007	1930 song by Hoagy Carmichael and Stuart Gorrell		https://en.wikipedia.org/wiki/Georgia_on_My_Mind
1532	dataset/trad/Get Happy.xml	Get Happy	Harold Arlen	a9e408cd-844b-3869-a5d0-410c3e509355	['Harold Arlen']	['Ted Koehler']	Song	Q1163164	"original show tune composed by Harold Arlen, lyrics by Ted Koehler; from the 1930 musical ""The Nine-Fifteen Revue"""	mc0002429989	https://en.wikipedia.org/wiki/Get_Happy_(song)
1533	dataset/trad/Get Out And Get Under The Moon.xml	Get Out And Get Under The Moon	Shay, Tobias, Jerome	0bb5cc7f-3b36-42a3-8348-b2aac2752351	['Larry Shay']	['Charles Tobias', 'William Jerome']	Song				
1534	dataset/trad/Get Out Of Here And Go On Home.xml	Get Out Of Here And Go On Home	Edward 'Kid' Ory, Bud Scott		[]	[]					
1535	dataset/trad/Gettysburg March.xml	Gettysburg March	S B Stambaugh		[]	[]					
1536	dataset/trad/Ghost Of A Chance (Dixieland Tunes), A.xml	Ghost Of A Chance , A	Victor Young, Crosby, Washington	ade9c30c-faf5-3219-aa4a-6631d39deea7	['Victor Young']	['Bing Crosby', 'Ned Washington']	Song	Q5976963	original song composed by composed by Victor Young, lyrics written by Ned Washington and Bing Crosby; first recorded by Bing Crosby	mc0002675613	https://en.wikipedia.org/wiki/I_Don%27t_Stand_a_Ghost_of_a_Chance_with_You
1537	dataset/trad/Girl Of My Dreams.xml	Girl Of My Dreams	Sunny Clapp, Otto A Harbach	02d20899-3d67-3b71-98cb-91bd60ee2d98	['Charles Clapp']	['Charles Clapp']	Song				
1538	dataset/trad/Girls Go Crazy 'Bout The Way I Walk, The.xml	Girls Go Crazy 'Bout The Way I Walk, The	Edward 'Kid' Ory		[]	[]					
1539	dataset/trad/Give Me Your Telephone Number.xml	Give Me Your Telephone Number	Jay C Higginbotham	16e66a76-ba97-44aa-8e55-23a5eb701edc	['Jay']	[]	Song				
1540	dataset/trad/Glory Of Love (Dixieland Tunes), The.xml	Glory Of Love , The	Billy Hill	0670e9d1-fa2e-3aa7-b9df-74f0338d2f41	['Billy Hill']	['Billy Hill']	Song	Q7736844	1936 song by Billy Hill		https://en.wikipedia.org/wiki/The_Glory_of_Love_(song)
1541	dataset/trad/Go To The Mardi Gras (Mardi Gras In N.O.) (If You Go To N.O.).xml	Go To The Mardi Gras (Mardi Gras In N.O.) (If You Go To N.O.)	Professor Longhair (henry Roeland Byrd)	6f4be196-40fc-4cf4-9ede-fb60013bd6e4	['Professor Longhair']	[]	Song				
1542	dataset/trad/Goin' Back To New Orleans.xml	Goin' Back To New Orleans	Joseph C Liggins	8061d0c8-4a82-32c4-aa9a-d231b5d6dbd5	['Joe Liggins']	['Joe Liggins']	Song				
1543	dataset/trad/Goin' Home.xml	Goin' Home	Ken Colyer	7b9476d5-9091-4268-ba4e-2c9c7a0c07c9	['Ken Tamplin', 'Scott Van Zen']	[]	Song				
1544	dataset/trad/Goodbye Dolly Gray.xml	Goodbye Dolly Gray	Will D Cobb, Paul 'Polo' Barnes		[]	[]					
1545	dataset/trad/Goodnight Irene.xml	Goodnight Irene	Huddie Ledbetter (Leadbelly)		[]	[]					
1546	dataset/trad/Goody-Goody.xml	Goody-Goody	Matty Malneck, Johnny Herndon Mercer	e634fe83-4841-3512-bfdc-7af731cdd09d	['Matty Malneck']	['Johnny Mercer']	Song	Q59328	original song composed by Matty Malneck, lyrics by Johnny Mercer		https://en.wikipedia.org/wiki/Goody_Goody
1547	dataset/trad/Gotta Travel On.xml	Gotta Travel On	Clayton, Erlich, Lazar, Six	d04bac7f-e7ab-413f-afd6-0001c9ab9b8a	['David Lazar', 'Fred Hellerman', 'Larry Ehrlich', 'Lee Hays', 'Paul Clayton', 'Pete Seeger', 'Ronnie Gilbert']	[]	Song				
1548	dataset/trad/Gulf Coast Blues.xml	Gulf Coast Blues	Clarence Williams	0b705292-1efb-3494-a902-8304ab7fe451	['Clarence Williams']	['Clarence Williams']	Song				
1549	dataset/trad/Gypsy Love Song.xml	Gypsy Love Song	Herbert, Smith		[]	[]					
1550	dataset/trad/Gypsy, The.xml	Gypsy, The	Billy Reid	7b1251db-40e7-391e-9680-2a1757f513bf	['Billy Reid']	['Billy Reid']	Song	Q2372232	original song written and composed by Billy Reid	mc0002406281	https://en.wikipedia.org/wiki/The_Gypsy_(song)
1551	dataset/trad/Happy Days And Lonely Nights.xml	Happy Days And Lonely Nights	Fisher, Rose	7f90eb1c-690b-47c6-bb49-af104d69e980	['Billy Rose', 'Fred Fisher']	[]	Song	Q5652639	original song written and composed by Billy Rose and Fred Fisher		https://en.wikipedia.org/wiki/Happy_Days_and_Lonely_Nights
1552	dataset/trad/Happy Days Are Here Again.xml	Happy Days Are Here Again	Milton Ager, Jack Yellen	de479e04-dbfc-4d7c-9cc6-175f8661784f	['Ken Welch', 'Milton Ager', 'Mitzie Welch']	['Jack Yellen']	Song	Q918276	song written by Milton Ager and Jack Yellen		https://en.wikipedia.org/wiki/Happy_Days_Are_Here_Again
1553	dataset/trad/Harbour Lights.xml	Harbour Lights	Jimmy Kennedy, Hugh Williams	44bc25d3-a414-40a8-9cd7-18329bbb7434	['Wilhelm Grosz']	['Jimmy Kennedy']	Song	Q5654644	song composed by Wilhelm Grosz with lyrics by Jimmy Kennedy performed by Frances Langford		https://en.wikipedia.org/wiki/Harbour_Lights_(song)
1554	dataset/trad/Hard Hearted Hannah.xml	Hard Hearted Hannah	Ager, Bates, Bigelow, Yellen	f6159295-f49c-40d8-84b1-cb0a6b78156c	['Charles Bates', 'Jack Yellen', 'Milton Ager', 'Robert Wilcox Bigelow']	[]	Song	Q4040414	original song composed by Milton Ager, lyrics by Jack Yellen, Charles Bates, Bob Bigelow	mc0002555914	https://en.wikipedia.org/wiki/Hard_Hearted_Hannah_(The_Vamp_of_Savannah)
1555	dataset/trad/Hard Times.xml	Hard Times	Stephen Foster	5d1c1ef6-6f07-4e50-ad65-fd639770680d	['Stephen Foster']	[]	Song				
1556	dataset/trad/He Touched Me.xml	He Touched Me	William J Gaither	eb65c8c7-1880-4f54-b0b7-f2761e5d5934	['Bill Gaither']	['Bill Gaither']	Song	Q5688956	song performed by Elvis Presley		https://en.wikipedia.org/wiki/He_Touched_Me_(song)
1557	dataset/trad/Heebie Jeebies 1.xml	Heebie Jeebies	Atkins	85837b1c-2e1c-443f-b78e-1b141e7f2567	['Boyd Atkins']	['Boyd Atkins']	Song	Q5347893	song written by Boyd Atkins		https://en.wikipedia.org/wiki/Heebie_Jeebies_(composition)
1558	dataset/trad/Hello Dolly (Dixieland Tunes).xml	Hello Dolly	Jerry Herman	a5c094bd-dc1b-369c-adfb-031c4709f1b5	['Jerry Herman']	['Jerry Herman']	Song	Q1267483	single		https://en.wikipedia.org/wiki/Hello,_Dolly!_(song)
1559	dataset/trad/Hesitating Blues.xml	Hesitating Blues	W C Handy	0955728d-a5dc-336d-8a17-6da50775a32e	['William Christopher Handy']	['William Christopher Handy']					
1560	dataset/trad/High Society.xml	High Society	Porter Steele, Walter Melrose	dc0996d4-964a-45c1-91d0-c777e683f55f	['Porter Steele']	['Walter Melrose']	Song	Q4353665	multi-strain melody by Porter Steele		https://en.wikipedia.org/wiki/High_Society_(composition)
1561	dataset/trad/Higher Ground.xml	Higher Ground	Charles H Gabriel, Johnson Oatman Jr	512fd491-e3ae-4791-a118-6dff90321395	['Chris Collins', 'Johnson Oatman, Jr.', 'Todd Agnew']	[]	Song				
1562	dataset/trad/Highways Are Happy Ways (When They Lead The Way To Home).xml	Highways Are Happy Ways (When They Lead The Way To Home)	Harry Harris, Tommy Malie, Larry Shay	1794b0b8-45a2-31f0-9c4f-4ccdae40d3b2	['Larry Cordle']	[]					
1563	dataset/trad/Hindustan.xml	Hindustan	Oliver G Wallace, Harold Weeks	fe866c89-b8f5-4324-a1be-1cc9b971a09b	['Harold Weeks']	['Oliver Wallace']	Song				
1564	dataset/trad/His Eye Is On The Sparrow.xml	His Eye Is On The Sparrow	Charles H Gabriel, Civilla D Martin	586b9651-cd97-317d-969e-1805fc86995a	['Charles Hutchinson Gabriel']	['Civilla Durfee Martin']	Song	Q2700097	Christian hymn by Civilla D. Martin with a musical setting by Charles H. Gabriel		https://en.wikipedia.org/wiki/His_Eye_Is_on_the_Sparrow
1565	dataset/trad/Home (When Shadows Fall).xml	Home (When Shadows Fall)	H Clarkson, J Clarkson, P Van Steeden	b0f0e0e3-9007-48e8-95ad-02055742dac8	['Paul van Dyk']	['Paul van Dyk']					
1566	dataset/trad/Home In Pasadena (Page 2).xml	Home In Pasadena (Page 2)	Harry Warren, Grant Clarke, Edgar Leslie	e64e8bb1-e7bb-3b5e-aed0-8898b4452818	['Harry Warren']	['Edgar Leslie', 'Grant Clarke']	Song				
1567	dataset/trad/Honeysuckle Rose.xml	Honeysuckle Rose	Fats Waller	8cb1dec5-951d-3ade-9466-29e3269b0dec	['Fats Waller']	['Andy Razaf']	Song	Q280907	1929 song composed by Fats Waller with lyrics by Andy Razaf		https://en.wikipedia.org/wiki/Honeysuckle_Rose_(song)
1568	dataset/trad/How Can You Face Me Now.xml	How Can You Face Me Now	Fats Waller, Andy Razaf	c223b20d-06d4-47f8-a9d3-4401ce3005d4	['Fats Waller']	['Andy Razaf']	Song				
1569	dataset/trad/Hundred Years From Today, A.xml	Hundred Years From Today, A	Young, Young, Washington	f0331896-3079-349e-8f42-9e6d8fcde291	['Victor Young']	['Joe Young', 'Ned Washington']	Song				
1570	dataset/trad/Hurry On Down To My House, Baby.xml	Hurry On Down To My House, Baby	Nellie Lutcher	4bb6df14-d699-31a0-ab1f-8a53372dda5c	['Nellie Lutcher']	['Nellie Lutcher']	Song				
1571	dataset/trad/I Ain't Gonna Give Nobody None O' This Jelly Roll.xml	I Ain't Gonna Give Nobody None O' This Jelly Roll	Spencer Williams, Clarence Williams	8b2817f2-e7d7-4e76-b266-8a63f24c4b9e	['Clarence Williams', 'Spencer Williams']	['Clarence Williams', 'Spencer Williams']	Song				
1572	dataset/trad/I Ain't Got Nobody (Dixieland Tunes).xml	I Ain't Got Nobody	Graham-Williams	6d9a8ccc-c63e-31fd-bc78-6d070b525408	['Spencer Williams']	['Roger Graham']	Song	Q5975844	song composed by Spencer Williams performed by Bessie Smith		https://en.wikipedia.org/wiki/I_Ain%27t_Got_Nobody
1573	dataset/trad/I Can't Believe That You're In Love With Me.xml	I Can't Believe That You're In Love With Me	Jimmy McHugh, Clarence Gaskill	c950d847-df02-4b0c-a512-74fd8e17a015	['Jimmy McHugh']	['Clarence Gaskill']	Song	Q17011778	original song composed by Jimmy McHugh, lyrics by Clarence Gaskill	mc0002459682	https://en.wikipedia.org/wiki/I_Can%27t_Believe_That_You%27re_in_Love_with_Me
1574	dataset/trad/I Can't Dance, I've Got Ants In My Pants.xml	I Can't Dance, I've Got Ants In My Pants	Clarence Williams, Charlie Gaines	737ffcba-112a-49db-a571-4a846184ef61	['Clarence Williams']	['Lee Gaines']	Song				
1575	dataset/trad/I Can't Escape From You (San Jacinto Stomp).xml	I Can't Escape From You (San Jacinto Stomp)	Richard A Whiting, Leo Robin	d8fa280f-4a7d-4900-8c2e-191eb426ddc5	['Leo Robin', 'Richard A. Whiting']	[]	Song				
1576	dataset/trad/I Can't Give You Anything But Love.xml	I Can't Give You Anything But Love	Jimmy McHugh	386f9269-0195-30d5-ac56-48be1aa438e3	['Jimmy McHugh']	['Dorothy Fields']	Song	Q1027522	song by Jimmy McHugh e Dorothy Fields.		https://en.wikipedia.org/wiki/I_Can%27t_Give_You_Anything_but_Love,_Baby
1577	dataset/trad/I Double Dare You.xml	I Double Dare You	Terry Shand, Jimmy Eaton	07bb77fa-ba2c-3661-8fe7-fed7c18a381a	['Terry Shand']	[]					
1578	dataset/trad/I Get The Blues When It Rains.xml	I Get The Blues When It Rains	Harry Stoddard, Marcy Klauber	32a49a06-7969-4b9a-aaa9-2567fc19db37	['Harry Stoddard', 'Marcy Klauber']	['Harry Stoddard', 'Marcy Klauber']	Song				
1579	dataset/trad/I Go Out Walking After Midnight.xml	I Go Out Walking After Midnight	Unknown Composer		[]	[]					
1580	dataset/trad/I Got Rhythm.xml	I Got Rhythm	George Gershwin	e0898f8d-77ff-314e-9888-1bfdc73dc2d8	['George Gershwin']	['Ira Gershwin']	Song	Q60926	"original show tune composed by George Gershwin with lyrics by Ira Gershwin; from the 1930 musical ""Girl Crazy"""	mc0002487980	https://en.wikipedia.org/wiki/I_Got_Rhythm
1581	dataset/trad/I Left My Heart In San Francisco  (Dixieland Tunes).xml	I Left My Heart In San Francisco	Cory, Cross	f6ca2fc6-37b0-30e3-9462-7513bb3ff56e	['George Cory']	['Douglass Cross']	Song	Q3790286	1962 Song popularized by Tony Bennett		https://en.wikipedia.org/wiki/I_Left_My_Heart_in_San_Francisco
1582	dataset/trad/I Love You So Much It Hurts.xml	I Love You So Much It Hurts	Tillman	4635727b-2a1a-45be-bb95-169e2f14415f	['Floyd Tillman']	['Floyd Tillman']	Song	Q5978263	song performed by Floyd Tillman		https://en.wikipedia.org/wiki/I_Love_You_So_Much_It_Hurts
1583	dataset/trad/I May Be Wrong (But I Think You're Wonderful).xml	I May Be Wrong (But I Think You're Wonderful)	Milton Ager, Henry Sullivan, Harry Ruskin	998361b7-6e2f-3c07-934c-0a6debd63e28	['Henry Sullivan']	['Harry Ruskin']	Song				
1584	dataset/trad/I Never Knew.xml	I Never Knew	Gus Kahn, Ted Fiorito	fc950ce9-81b0-4217-9b17-e9ea53e9d944	['Ted Fio Rito']	['Gus Kahn']	Song	Q25392256	original song composed by Ted Fio Rito, lyrics by Gus Kahn		
1585	dataset/trad/I Scream, You Scream (Ice Cream!).xml	I Scream, You Scream (Ice Cream!)	Robert King, Howard Johnson, Billy Moll	96f67c8c-4ffb-4ece-a1de-eb951f8d2c52	['Billy Moll', 'Howard Johnson', 'Robert King']	[]	Song				
